Pixel,card01_MeanSmoothedNormalizedIntensity,card02_MeanSmoothedNormalizedIntensity,card03_MeanSmoothedNormalizedIntensity,card04_MeanSmoothedNormalizedIntensity,card06_MeanSmoothedNormalizedIntensity,card07_MeanSmoothedNormalizedIntensity,card08_MeanSmoothedNormalizedIntensity
21,0.8042658106402063,0.822564576955045,0.800969917211029,0.7888360571554257,0.7954291227184632,0.798250048469809,0.7779809626657136
22,0.8041721486805576,0.8225458717582155,0.8008892775884895,0.7887690787494614,0.7954027516114757,0.7982243293150632,0.7779719526097199
23,0.8040709187363259,0.8225238554717006,0.8008047965200316,0.7887024676164222,0.7953787584894788,0.7981980411383993,0.7779500989309
24,0.8039613705396466,0.8225008871383098,0.8007212438217778,0.788638616678083,0.7953490626736175,0.798162250181442,0.7779245698125893
25,0.8038497635082148,0.8224781122484737,0.8006386446925136,0.7885643639858454,0.7953209393196818,0.7981356472090406,0.7779015622441305
26,0.803740627445627,0.8224480408611186,0.800552583778375,0.7884911182333789,0.7952852283985901,0.798107571414549,0.7778810354615545
27,0.8036339688992543,0.8224122590904731,0.8004622474970711,0.7884188976192453,0.7952459567325587,0.7980804124625902,0.7778629487008916
28,0.8035297944164672,0.8223776093571449,0.8003736133756382,0.7883477203420064,0.7952171813074707,0.7980463326424926,0.7778578360874718
29,0.8034281105446371,0.8223494348936852,0.800292276896387,0.788271679251308,0.7951914576717483,0.7980182103151707,0.777858971356978
30,0.803325932605419,0.8223091725658793,0.8002145230326668,0.7881971182560413,0.795167568954571,0.7979956887831603,0.7778661452430554
31,0.8032264604817447,0.8222662508131675,0.8001235416157251,0.7881145991949917,0.7951443480206909,0.7979717216071383,0.7778742737978115
32,0.8031296980081019,0.82222521057127,0.8000347883463066,0.7880294821241909,0.7951161622961797,0.7979487100150868,0.777883334319754
33,0.8030356490189773,0.8221827996783757,0.7999605033934539,0.7879444668575417,0.7950914168151084,0.7979390125766533,0.7778933041073915
34,0.8029486962280219,0.8221328398182506,0.7998698500113013,0.7878549788898683,0.7950643266514777,0.7979181401878306,0.777904160459232
35,0.802864168720345,0.8220812762936228,0.7997773946737115,0.7877733398037012,0.7950339799338663,0.7978891491072112,0.7779017239678531
36,0.8027820743018463,0.8220326512960577,0.7996923371523479,0.7877086556586184,0.7950064486205622,0.7978560037983059,0.7779010851718778
37,0.8027097908833044,0.8219826423603631,0.799601012738073,0.7876469751100887,0.794981692404899,0.7978247041063532,0.7779022085304294
38,0.8026383998412449,0.8219400637293471,0.7995118348117194,0.7875799360311375,0.7949631068274507,0.7977952317065669,0.7778898797048317
39,0.8025679508002662,0.8219088719447715,0.7994215395821117,0.78751748949154,0.7949412719808515,0.797754081719566,0.7778954463442523
40,0.8025006788501713,0.8218809345761346,0.7993404528780298,0.7874606735313486,0.7949370535708106,0.7977235191122338,0.7779026547492006
41,0.8024354725163058,0.8218636689347878,0.7992703722599067,0.7874104417033274,0.7949334345087266,0.7976962215395004,0.7779114693788
42,0.8023723452910486,0.8218639596088904,0.7992163454656186,0.7873617397685371,0.7949316338158465,0.7976664808799707,0.7779218546921733
43,0.8023036476282428,0.8218646480975851,0.7991686047574121,0.7873145805515607,0.7949396177312723,0.7976446687072892,0.7779349593709803
44,0.8022375738316784,0.8218657285663549,0.7991335140212064,0.787273719211452,0.7949499504690166,0.797644974622769,0.7779494836367714
45,0.8021825921131039,0.8218714807818317,0.7990992236713566,0.7872341058103187,0.7949625471385368,0.7976458080837238,0.7779653930226968
46,0.8021349673333452,0.8218794586865844,0.7990691155285898,0.7872064230586379,0.7949784679194493,0.7976471660532081,0.7779826530619072
47,0.8020922449437415,0.8218798892566965,0.7990418988056102,0.7871793018495681,0.7950020879389911,0.7976490454942763,0.7780189406798153
48,0.8020510485556596,0.8218807537944863,0.799018526235684,0.7871468457314861,0.7950260695835661,0.7976615915230871,0.7780553133016157
49,0.8020114000696579,0.8218756585607754,0.7989854439652273,0.7871154049731405,0.7950424168360349,0.7976683388323078,0.7780917525237567
50,0.801973321386295,0.8218735849864057,0.7989511867994578,0.7870850010012088,0.7950676240277397,0.7976707807843335,0.778128239942687
51,0.8019368344061297,0.8218732837927666,0.7989170386184338,0.7870556552423678,0.7950920034575185,0.7976748661130996,0.7781552813558399
52,0.8019107187880483,0.8218693278018288,0.798880862277026,0.787027389123295,0.7951179101280799,0.7976816659584673,0.7781924502143833
53,0.8018959279315441,0.8218791265806565,0.7988440383864046,0.7870002240706678,0.7951452487676219,0.7976932758956371,0.7782224628656582
54,0.8018857468549749,0.8219028680468222,0.7988156513225373,0.7869753651119684,0.7951727894150051,0.7977025951288887,0.7782529239783952
55,0.80185242843348,0.8219032119682073,0.7987885831248148,0.7869503864992361,0.7952005207253121,0.7977199646038197,0.7782814734732348
56,0.8018123958628965,0.8219480305383419,0.7987572857988992,0.7869277579072496,0.7952386449643079,0.7977335416853496,0.7783105794539005
57,0.8017831661168804,0.8219808840124341,0.7987299621695636,0.7869145277625744,0.7952841894563178,0.7977469663212718,0.7783425501224528
58,0.8017641816872878,0.8220206005358495,0.7987076120953319,0.7869018678177302,0.7953286730829865,0.7977647662112999,0.7783843412968825
59,0.801747483943047,0.8220559470968037,0.7986978254456829,0.7868898080919704,0.7953846538850557,0.7977978190160324,0.7784364643541224
60,0.8017393485517494,0.8220892347475168,0.7986998570656475,0.7868854805745823,0.7954489910517175,0.7978316263602467,0.7784981991808014
61,0.8017382825525015,0.8221226285946932,0.7987063177205115,0.7868860654985455,0.7955084629999102,0.7978728375923424,0.7785581500901894
62,0.8017484243234378,0.8221613652268452,0.7987113823204218,0.7868889148680912,0.7955723870070732,0.7979017561161104,0.7786222335367163
63,0.8017592659701045,0.8221974756355201,0.7987229833557871,0.7868915421576774,0.7956380574977459,0.7979348397417155,0.7786888765037354
64,0.8017741093482748,0.8222331384927305,0.7987384844384003,0.7868951716396472,0.7957028933139515,0.797975066911774,0.7787624336481412
65,0.8017989105859133,0.8222735940328336,0.7987531942794933,0.78691280210673,0.7957633583297644,0.7980184963844079,0.7788328791361886
66,0.8018268145695672,0.8223108819107006,0.7987671734228627,0.7869304844760686,0.7958286871040612,0.7980535337973788,0.7789061553189766
67,0.8018627364616405,0.822342903345997,0.7987804824123047,0.7869410929143488,0.7958812675347692,0.7980862298231837,0.7789830685916381
68,0.8018965816156356,0.8223719911619958,0.7987931817916157,0.7869581068175053,0.7959308826455456,0.798107619285567,0.7790548914598979
69,0.8019187593930216,0.8223971177562245,0.7988130960172061,0.786964523982242,0.795977566530268,0.7981318750146195,0.7791063208208242
70,0.8019396737769509,0.8224194683779806,0.798827548901758,0.7869693309235803,0.7960190865933358,0.7981598271984321,0.7791550917665814
71,0.8019551651248346,0.8224283925793326,0.7988280284056275,0.7869643669499498,0.7960578967727981,0.7981708594701831,0.7792012212522639
72,0.801941262560838,0.822446038783317,0.7988265926734645,0.7869538726456529,0.796094029106764,0.7981727685544235,0.7792447262329663
73,0.8019560222816591,0.8224503189140115,0.798824561332719,0.7869406587765541,0.7961252398789654,0.7981694689216818,0.7792737794196958
74,0.8019510884227135,0.8224420209148675,0.7988220593056943,0.786927371209231,0.7961517060084295,0.7981658046097657,0.7793105180974115
75,0.8019468525375268,0.8224315171337031,0.7988203276941437,0.7869153056796558,0.7961735814468422,0.7981719377268471,0.7793448324233989
76,0.8019338492125614,0.8224178229784547,0.7988194139079089,0.7869056768773103,0.7961933655479613,0.7981770541658761,0.7793672614056838
77,0.8019149148867554,0.8224053901662604,0.7988193653568312,0.7868972523170379,0.7962110841142479,0.7981811785042235,0.7793820147943276
78,0.8019137899180102,0.8223919505014816,0.7988202294507522,0.7868900641609787,0.7962244871937856,0.79818433531926,0.7793954199901849
79,0.8019051449627346,0.8223860644403155,0.7988220535995134,0.7868841445712722,0.7962360301106008,0.7981865491883567,0.7794074778361092
80,0.8019065232670547,0.8223786372230565,0.798823775074794,0.7868795257100581,0.7962457366031657,0.7981777006150008,0.7794087153946616
81,0.8019089319259557,0.8223675599573766,0.798826626433933,0.7868786090396267,0.7962479410240081,0.7981686176932751,0.7794092474092786
82,0.8019080402333024,0.8223626360236047,0.7988295422535657,0.7868800809957917,0.7962487409155135,0.7981593435225458,0.7793996540240263
83,0.801906454422632,0.8223601715612272,0.7988337558864699,0.7868815266670929,0.7962481548561813,0.7981498934564933,0.7793899755492547
84,0.8019085950928178,0.8223481425460963,0.798841537393587,0.7868842471286377,0.7962484681139881,0.7981402828487978,0.7793943446960307
85,0.8019323419178159,0.8223420767521039,0.798851667326121,0.7868977479049767,0.7962472794232613,0.7981305270531395,0.7794023770588449
86,0.801956284086598,0.8223340071108634,0.7988607832825616,0.786911953192302,0.7962446094182686,0.7981206414231983,0.7793996001275809
87,0.8019603869273373,0.822316479556647,0.7988713103518406,0.7869245420231159,0.7962393408560878,0.7981106413126545,0.7793960628048083
88,0.8019587977764251,0.8222996649319935,0.7988832931331556,0.7869380796889696,0.7962304424422916,0.7981005420751883,0.7793917573970972
89,0.8019594289204168,0.8222802447865142,0.7988956656963596,0.7869585239018042,0.7962214959436476,0.7980903590644799,0.7794079967587995
90,0.8019623178766331,0.8222572597109732,0.7989063103572003,0.7869642114332692,0.7962101570822078,0.7980846551369489,0.7794006915233671
91,0.8019718810415579,0.8222330208867245,0.7989233122621031,0.7869787169264291,0.7961976639446303,0.7980785908798376,0.779416275023861
92,0.8019834811831343,0.8222075583598594,0.7989352620045007,0.7869956757565018,0.7961920036608772,0.7980710553873782,0.7794081597677305
93,0.8020151456739868,0.8221809021764687,0.7989515860144337,0.7870162294660872,0.796178996322683,0.7980677833759536,0.779407360335403
94,0.8020371377698542,0.8221530823826427,0.7989699337871675,0.7870414408166788,0.7961658882047253,0.7980673484943384,0.7793968350406564
95,0.8020608070264121,0.8221241290244732,0.7989936846881136,0.7870628252905599,0.7961491836616236,0.7980729401123169,0.779388885010213
96,0.8020925079399165,0.8220833811540003,0.7990204309439851,0.7870854836790538,0.7961313534721877,0.798086366618287,0.7793785975979499
97,0.8021361334164794,0.822042282175828,0.799054590743684,0.7871153696576652,0.7961180998616777,0.7981025315305886,0.7793719537914204
98,0.8021725299306016,0.8220133550567621,0.7990704805979345,0.787139278103208,0.7961058230500102,0.7980920717145003,0.7793650607869081
99,0.8022003619319731,0.8219879397160781,0.799083757256252,0.7871523846116508,0.7961055036765651,0.7980733781908789,0.7793291646843103
100,0.8022107872717534,0.8219529311564855,0.799084918016876,0.7871583275575513,0.7960881158529209,0.7980460697429033,0.779319807886223
101,0.8022106699819043,0.8219215407355431,0.7990651334320527,0.7871511543786284,0.7960587765501522,0.7980168303289439,0.779302819473904
102,0.802204734896012,0.8218836716196805,0.7990376307653195,0.7871273827844446,0.7960222173570274,0.7979762859225362,0.7792672921271597
103,0.8021617999302769,0.8218478627944208,0.7990128619844293,0.7870948633066454,0.7959700389877681,0.7979352372045663,0.7792347871799439
104,0.8021268012752495,0.8217889586786574,0.7989760745524466,0.7870574634645994,0.7959083436235964,0.7978872372693115,0.7791892361801518
105,0.802092384308492,0.821721849791263,0.7989333405933866,0.7870143239036139,0.7958256242191056,0.79782979909291,0.7791100522932317
106,0.8020291500875215,0.8216531543642411,0.7988989303552169,0.7869674923510881,0.7957306254799118,0.7977815593968937,0.7790084938110015
107,0.8019621368199109,0.8215687374713528,0.7988481210882602,0.7869151593446736,0.7956323489628223,0.7977230301286647,0.7789146129643509
108,0.801887810765313,0.8214830755228786,0.7987853631233439,0.7868672451235148,0.7955448712878059,0.7976670774467249,0.7788150999706446
109,0.8018213722632718,0.8213845231603834,0.7987191967997017,0.7868163883702672,0.7954541438982149,0.797607950738544,0.7787220726121751
110,0.801751471790187,0.8212859827183385,0.7986653184532942,0.7867553670253435,0.7953441568603415,0.797537779788475,0.778650994556206
111,0.8016931272052071,0.8211899984868591,0.7986029436408999,0.786710064495828,0.7952316288177728,0.7974583489238426,0.7785899063176008
112,0.801618181886241,0.8210832697909038,0.7985382780653472,0.7866533494729779,0.7951201948701623,0.7973805981549466,0.7785218569136306
113,0.8015384026896475,0.8209812238605296,0.7984683457778526,0.7865949128708223,0.7950082301583112,0.7973056800092468,0.7784567110795347
114,0.8014672902406221,0.8208873777276473,0.7984063618853419,0.7865276000782568,0.7949056224191002,0.7972190635150123,0.7783907832860508
115,0.801414661876024,0.8207952759592182,0.7983478579421487,0.7864603846664999,0.7948108541990646,0.7971316587726271,0.7783499103741665
116,0.8013675946026648,0.8206958990311485,0.7982951399955909,0.7863984263249885,0.7947410770630409,0.7970504842565667,0.7783041975621662
117,0.8013156664731487,0.8205979468257978,0.7982459375326018,0.786345795166478,0.794661721846755,0.7969758363535409,0.7782741989820342
118,0.8012678083687573,0.8205093532052388,0.7982002041550189,0.7863017509470246,0.7945798190274053,0.7969091135161668,0.7782451034143447
119,0.80123097969912,0.8204181771848272,0.798148955923202,0.7862615094831334,0.7945143852733214,0.7968404527842236,0.7782086632389159
120,0.8011865425157245,0.8203433711756742,0.7981076355588178,0.7862227449342349,0.7944700724294145,0.7967875359762491,0.7781734596651964
121,0.8011678905935694,0.8202695101362524,0.7980706270810767,0.7861896101775752,0.7944309644038714,0.7967572857563306,0.7781457808664458
122,0.8011453538057738,0.8202021982275941,0.7980432484739557,0.7861611493820462,0.7943922731028267,0.7967257825954797,0.778120855863886
123,0.8011217716530012,0.8201439062899778,0.7980103931420138,0.786153175228869,0.7943600547912748,0.7966977233694387,0.7781075181441389
124,0.8011054849822793,0.8200849797284626,0.7979779899952005,0.7861332810239074,0.7943094311486621,0.7966558803286988,0.7781011940357188
125,0.8010903299210442,0.8200327884794177,0.7979503498007497,0.7861140023082452,0.7942742663566293,0.7965996887485824,0.7780947224247099
126,0.8010686238727139,0.8199849369470933,0.7979217844246462,0.7861104468684837,0.7942443591897671,0.7965604386267744,0.7780917843946443
127,0.8010483223385643,0.8199486191504223,0.797890239327457,0.7861074844700143,0.7942212895529014,0.7965274021761983,0.7780884763294307
128,0.8010305279404569,0.8199205759264709,0.797868277012326,0.7861038950687181,0.7942048289244141,0.7964975979623707,0.7780819945243683
129,0.8010152124861964,0.8198981508262756,0.797842887285395,0.7861058076753117,0.7941935263252657,0.7964649954744331,0.7780783059967581
130,0.8009902404121363,0.8198808055209824,0.7978308741932123,0.7861094741401702,0.7941781766575404,0.7964308719856795,0.7780650898638672
131,0.8009819700505899,0.8198866481239578,0.797830670712892,0.7861229554250805,0.7941517972154438,0.7964159248100728,0.7780700996650977
132,0.8009811892542116,0.8199063006338051,0.797844490643779,0.7861297841254642,0.7941340817472744,0.7964181256719588,0.778085719679021
133,0.800981826001227,0.8199328749659698,0.7978606752337415,0.7861466841096639,0.7941283869466617,0.7964346697140613,0.7781031925017525
134,0.8010022417443136,0.8199761439327042,0.7978815620938466,0.7861682324204315,0.7941407136151291,0.7964695183418754,0.778130822154332
135,0.8010231664357583,0.8200270895405168,0.7979048912828752,0.7861930553589114,0.7941581036046387,0.7965043658025124,0.7781686675946713
136,0.8010558153894426,0.8200918604624556,0.7979548579965264,0.7862308222441536,0.7941795818456037,0.7965320199774399,0.7782085564781659
137,0.8011090987181888,0.8201577043399368,0.79800729304523,0.7862862554077712,0.7942116133897161,0.7965704318593987,0.778253017526921
138,0.8011650867080073,0.8202321736335824,0.7980721898728207,0.7863480736494666,0.7942617751496399,0.7966276020480227,0.778299504946264
139,0.8012195594806034,0.8203064745939506,0.7981513011111037,0.7864112120598374,0.7943198022832304,0.7966999826310959,0.7783504695774217
140,0.8012790938903531,0.8203849248318775,0.7982305400109189,0.7864805694109414,0.7943844328043359,0.7967709628904442,0.778401005987466
141,0.801344869068173,0.8204490849656368,0.7983109410818483,0.7865512555245899,0.7944474678575613,0.796834904941017,0.7784465324523512
142,0.8014160229150171,0.8205277339491625,0.7984145570861221,0.7866217665361979,0.794515613323862,0.7969032370407513,0.7784944538428222
143,0.801486222912966,0.820614755606275,0.7985068051929294,0.7867006234585154,0.794576543581295,0.7969678068722296,0.7785560870764494
144,0.8015737632336029,0.8207179045950672,0.798606774842796,0.7867831170552856,0.7946368857928613,0.7970343835629835,0.7786112736508513
145,0.801671631248649,0.8208184528422604,0.7987054341503168,0.786860957429368,0.7946989247503085,0.7971006752432006,0.7786674991859566
146,0.8017555463547346,0.8209040941086974,0.7988051759247246,0.7869430250224172,0.7947743565259238,0.7971678083507978,0.7787535911702346
147,0.8018326195941698,0.8209959426114398,0.7988855569658269,0.7870226751497043,0.794845246607692,0.7972308771077465,0.7788221337023035
148,0.8019123451279325,0.8210823906255632,0.7989629988603979,0.7871015588244777,0.7949230174024502,0.7972871275717364,0.7789030091918677
149,0.8019803478319882,0.8211602806340224,0.7990462956084982,0.7871572297655297,0.7950024350201752,0.7973421955928861,0.7789787508141112
150,0.8020434262748581,0.8212307279584756,0.7991145352447552,0.7872235712967133,0.7950830321869174,0.7973972795835387,0.7790506466016296
151,0.8020879182381968,0.8212888671861064,0.7991791273818694,0.78728159530378,0.7951595296743841,0.797457440056671,0.7790791287631093
152,0.802122385213685,0.8213316190870377,0.7992458498544593,0.7873354625339085,0.7952396577556609,0.7975118792324785,0.7791144698611656
153,0.8021387982219146,0.8213603076961054,0.7993054164351759,0.7873833437109198,0.7953139352579445,0.7975529178906287,0.7791622420753637
154,0.8021602623970786,0.8213729805478757,0.7993675618929995,0.787425823882571,0.7953801412956586,0.797593201242984,0.7791963434931295
155,0.8021670485568878,0.8213891331587171,0.7994235337390959,0.7874493116351895,0.7954351607160678,0.79762311608231,0.7792222979150434
156,0.8021668415427896,0.8214018997990312,0.7994820847556404,0.7874686651272031,0.7954752036930343,0.7976530691977384,0.7792353245126135
157,0.8021546833214263,0.8214120426746625,0.7995269822369687,0.7874873467887042,0.7955058020816916,0.7976807128179971,0.7792442543172631
158,0.8021280408331718,0.8214158121032836,0.7995641816926536,0.7875079438117011,0.7955331072845213,0.7977114597426993,0.7792729777076634
